t_s,phase,channel,unit,value
580.957,graph,VCC_SOC_I,A,3.9202
580.957,graph,VCC_SOC,W,3.1473
580.957,graph,VCC_PMC_V,V,0.8788
580.957,graph,VCC_PMC_I,A,0.1515
580.957,graph,VCC_PMC,W,0.1328
581.007,graph,VCC_PSFP_V,V,0.88
581.007,graph,VCC_PSFP_I,A,0.19
581.007,graph,VCC_PSFP,W,0.1679
581.007,graph,VCC_PSLP_CPM5_V,V,0.8788
581.007,graph,VCC_PSLP_CPM5_I,A,1.9575
581.007,graph,VCC_PSLP_CPM5,W,1.7167
581.007,graph,VCC1V1_LP4_V,V,1.1025
581.007,graph,VCC1V1_LP4_I,A,1.085
581.007,graph,VCC1V1_LP4,W,1.1953
581.007,graph,VCCAUX_V,V,1.5037
581.007,graph,VCCAUX_I,A,0.758
581.007,graph,VCCAUX,W,1.1414
581.057,graph,VCCAUX_PMC_V,V,1.5025
581.057,graph,VCCAUX_PMC_I,A,0.088
581.057,graph,VCCAUX_PMC,W,0.132
581.559,graph,VCCINT_V,V,0.805
581.559,graph,VCCINT_I,A,4.8002
581.559,graph,VCCINT,W,3.9065
581.559,graph,VCC_SOC_V,V,0.8062
581.559,graph,VCC_SOC_I,A,3.9248
581.559,graph,VCC_SOC,W,3.1473
581.610,graph,VCC_PMC_V,V,0.8775
581.610,graph,VCC_PMC_I,A,0.152
581.610,graph,VCC_PMC,W,0.1336
581.610,graph,VCC_PSFP_V,V,0.88
581.610,graph,VCC_PSFP_I,A,0.19
581.610,graph,VCC_PSFP,W,0.1648
581.610,graph,VCC_PSLP_CPM5_V,V,0.8775
581.610,graph,VCC_PSLP_CPM5_I,A,1.9581
581.610,graph,VCC_PSLP_CPM5,W,1.7167
581.610,graph,VCC1V1_LP4_V,V,1.1025
581.610,graph,VCC1V1_LP4_I,A,1.085
581.610,graph,VCC1V1_LP4,W,1.1953
581.610,graph,VCCAUX_V,V,1.5037
581.610,graph,VCCAUX_I,A,0.7595
581.610,graph,VCCAUX,W,1.1445
581.610,graph,VCCAUX_PMC_V,V,1.5025
581.660,graph,VCCAUX_PMC_I,A,0.088
581.660,graph,VCCAUX_PMC,W,0.132
582.161,graph,VCCINT_V,V,0.805
582.162,graph,VCCINT_I,A,4.6244
582.162,graph,VCCINT,W,3.6624
582.162,graph,VCC_SOC_V,V,0.8062
582.162,graph,VCC_SOC_I,A,3.9149
582.162,graph,VCC_SOC,W,3.1473
582.162,graph,VCC_PMC_V,V,0.8775
582.162,graph,VCC_PMC_I,A,0.1515
582.212,graph,VCC_PMC,W,0.1328
582.212,graph,VCC_PSFP_V,V,0.88
582.212,graph,VCC_PSFP_I,A,0.19
582.212,graph,VCC_PSFP,W,0.1679
582.212,graph,VCC_PSLP_CPM5_V,V,0.8788
582.212,graph,VCC_PSLP_CPM5_I,A,1.9575
582.212,graph,VCC_PSLP_CPM5,W,1.7167
582.212,graph,VCC1V1_LP4_V,V,1.1025
582.212,graph,VCC1V1_LP4_I,A,1.13
582.212,graph,VCC1V1_LP4,W,1.2422
582.212,graph,VCCAUX_V,V,1.5025
582.262,graph,VCCAUX_I,A,0.759
582.262,graph,VCCAUX,W,1.1414
582.262,graph,VCCAUX_PMC_V,V,1.5037
582.262,graph,VCCAUX_PMC_I,A,0.0875
582.262,graph,VCCAUX_PMC,W,0.132
582.764,graph,VCCINT_V,V,0.805
582.764,graph,VCCINT_I,A,4.1019
582.764,graph,VCCINT,W,3.2961
582.764,graph,VCC_SOC_V,V,0.8062
582.764,graph,VCC_SOC_I,A,3.9248
582.764,graph,VCC_SOC,W,3.1473
582.764,graph,VCC_PMC_V,V,0.8775
582.764,graph,VCC_PMC_I,A,0.152
582.764,graph,VCC_PMC,W,0.1328
582.814,graph,VCC_PSFP_V,V,0.8813
582.814,graph,VCC_PSFP_I,A,0.19
582.814,graph,VCC_PSFP,W,0.1648
582.814,graph,VCC_PSLP_CPM5_V,V,0.8788
582.814,graph,VCC_PSLP_CPM5_I,A,1.9581
582.814,graph,VCC_PSLP_CPM5,W,1.7213
582.814,graph,VCC1V1_LP4_V,V,1.1013
582.814,graph,VCC1V1_LP4_I,A,1.085
582.814,graph,VCC1V1_LP4,W,1.1953
582.814,graph,VCCAUX_V,V,1.5037
582.814,graph,VCCAUX_I,A,0.7575
582.864,graph,VCCAUX,W,1.1414
582.864,graph,VCCAUX_PMC_V,V,1.5037
582.864,graph,VCCAUX_PMC_I,A,0.088
582.864,graph,VCCAUX_PMC,W,0.132
583.366,graph,VCCINT_V,V,0.805
583.366,graph,VCCINT_I,A,4.7513
583.366,graph,VCCINT,W,3.7845
583.366,graph,VCC_SOC_V,V,0.8062
583.366,graph,VCC_SOC_I,A,3.9202
583.417,graph,VCC_SOC,W,3.1473
583.417,graph,VCC_PMC_V,V,0.8788
583.417,graph,VCC_PMC_I,A,0.152
583.417,graph,VCC_PMC,W,0.1328
583.417,graph,VCC_PSFP_V,V,0.8813
583.417,graph,VCC_PSFP_I,A,0.455
583.417,graph,VCC_PSFP,W,0.3998
583.417,graph,VCC_PSLP_CPM5_V,V,0.8788
583.417,graph,VCC_PSLP_CPM5_I,A,1.9581
583.417,graph,VCC_PSLP_CPM5,W,1.7213
583.417,graph,VCC1V1_LP4_V,V,1.1013
583.417,graph,VCC1V1_LP4_I,A,1.175
583.417,graph,VCC1V1_LP4,W,1.2969
583.417,graph,VCCAUX_V,V,1.5037
583.417,graph,VCCAUX_I,A,0.7575
583.417,graph,VCCAUX,W,1.1414
583.467,graph,VCCAUX_PMC_V,V,1.5037
583.467,graph,VCCAUX_PMC_I,A,0.088
583.467,graph,VCCAUX_PMC,W,0.132
583.969,graph,VCCINT_V,V,0.805
583.969,graph,VCCINT_I,A,4.5999
583.969,graph,VCCINT,W,3.6624
583.969,graph,VCC_SOC_V,V,0.805
583.969,graph,VCC_SOC_I,A,3.9149
583.969,graph,VCC_SOC,W,3.1473
584.019,graph,VCC_PMC_V,V,0.8788
584.019,graph,VCC_PMC_I,A,0.1515
584.019,graph,VCC_PMC,W,0.1328
584.019,graph,VCC_PSFP_V,V,0.88
584.019,graph,VCC_PSFP_I,A,0.19
584.019,graph,VCC_PSFP,W,0.1679
584.019,graph,VCC_PSLP_CPM5_V,V,0.8775
584.019,graph,VCC_PSLP_CPM5_I,A,1.9581
584.019,graph,VCC_PSLP_CPM5,W,1.7167
584.019,graph,VCC1V1_LP4_V,V,1.1025
584.019,graph,VCC1V1_LP4_I,A,1.09
584.019,graph,VCC1V1_LP4,W,1.2032
584.069,graph,VCCAUX_V,V,1.5037
584.069,graph,VCCAUX_I,A,0.7575
584.069,graph,VCCAUX,W,1.1414
584.069,graph,VCCAUX_PMC_V,V,1.5025
584.069,graph,VCCAUX_PMC_I,A,0.0875
584.069,graph,VCCAUX_PMC,W,0.132
584.571,graph,VCCINT_V,V,0.805
584.571,graph,VCCINT_I,A,4.4241
584.571,graph,VCCINT,W,3.5403
584.571,graph,VCC_SOC_V,V,0.8062
584.571,graph,VCC_SOC_I,A,3.9202
584.571,graph,VCC_SOC,W,3.1473
584.571,graph,VCC_PMC_V,V,0.8775
584.622,graph,VCC_PMC_I,A,0.152
584.622,graph,VCC_PMC,W,0.1336
584.622,graph,VCC_PSFP_V,V,0.8813
584.622,graph,VCC_PSFP_I,A,0.19
584.622,graph,VCC_PSFP,W,0.1679
584.622,graph,VCC_PSLP_CPM5_V,V,0.8788
584.622,graph,VCC_PSLP_CPM5_I,A,1.9575
584.622,graph,VCC_PSLP_CPM5,W,1.7167
584.622,graph,VCC1V1_LP4_V,V,1.1013
584.622,graph,VCC1V1_LP4_I,A,1.085
584.622,graph,VCC1V1_LP4,W,1.1953
584.622,graph,VCCAUX_V,V,1.5037
584.672,graph,VCCAUX_I,A,0.757
584.672,graph,VCCAUX,W,1.1414
584.672,graph,VCCAUX_PMC_V,V,1.5037
584.672,graph,VCCAUX_PMC_I,A,0.0875
584.672,graph,VCCAUX_PMC,W,0.132
585.174,graph,VCCINT_V,V,0.805
585.174,graph,VCCINT_I,A,5.225
585.174,graph,VCCINT,W,3.7845
585.174,graph,VCC_SOC_V,V,0.8062
585.224,graph,VCC_SOC_I,A,3.9202
585.224,graph,VCC_SOC,W,3.1473
585.224,graph,VCC_PMC_V,V,0.8775
585.224,graph,VCC_PMC_I,A,0.152
585.224,graph,VCC_PMC,W,0.1328
585.224,graph,VCC_PSFP_V,V,0.88
585.224,graph,VCC_PSFP_I,A,0.19
585.224,graph,VCC_PSFP,W,0.1679
585.224,graph,VCC_PSLP_CPM5_V,V,0.8788
585.224,graph,VCC_PSLP_CPM5_I,A,1.9581
585.224,graph,VCC_PSLP_CPM5,W,1.7167
585.224,graph,VCC1V1_LP4_V,V,1.1025
585.274,graph,VCC1V1_LP4_I,A,1.085
585.274,graph,VCC1V1_LP4,W,1.1953
585.274,graph,VCCAUX_V,V,1.5025
585.274,graph,VCCAUX_I,A,0.7585
585.274,graph,VCCAUX,W,1.1414
585.274,graph,VCCAUX_PMC_V,V,1.5025
585.274,graph,VCCAUX_PMC_I,A,0.088
585.274,graph,VCCAUX_PMC,W,0.132
585.776,graph,VCCINT_V,V,0.805
585.776,graph,VCCINT_I,A,4.6732
585.776,graph,VCCINT,W,3.7845
585.776,graph,VCC_SOC_V,V,0.8062
585.776,graph,VCC_SOC_I,A,3.9301
585.776,graph,VCC_SOC,W,3.1664
585.826,graph,VCC_PMC_V,V,0.8788
585.826,graph,VCC_PMC_I,A,0.152
585.826,graph,VCC_PMC,W,0.1328
585.826,graph,VCC_PSFP_V,V,0.88
585.826,graph,VCC_PSFP_I,A,0.1904
585.826,graph,VCC_PSFP,W,0.1679
585.826,graph,VCC_PSLP_CPM5_V,V,0.8788
585.826,graph,VCC_PSLP_CPM5_I,A,1.9581
585.826,graph,VCC_PSLP_CPM5,W,1.7213
585.826,graph,VCC1V1_LP4_V,V,1.1013
585.826,graph,VCC1V1_LP4_I,A,1.085
585.876,graph,VCC1V1_LP4,W,1.1953
585.876,graph,VCCAUX_V,V,1.5037
585.876,graph,VCCAUX_I,A,0.759
585.876,graph,VCCAUX,W,1.1414
585.876,graph,VCCAUX_PMC_V,V,1.5025
585.876,graph,VCCAUX_PMC_I,A,0.088
585.876,graph,VCCAUX_PMC,W,0.132
586.378,graph,VCCINT_V,V,0.805
586.378,graph,VCCINT_I,A,4.3753
586.378,graph,VCCINT,W,4.1507
586.378,graph,VCC_SOC_V,V,0.8062
586.378,graph,VCC_SOC_I,A,3.9248
586.378,graph,VCC_SOC,W,3.1473
586.429,graph,VCC_PMC_V,V,0.8788
586.429,graph,VCC_PMC_I,A,0.152
586.429,graph,VCC_PMC,W,0.1328
586.429,graph,VCC_PSFP_V,V,0.8813
586.429,graph,VCC_PSFP_I,A,0.19
586.429,graph,VCC_PSFP,W,0.1679
586.429,graph,VCC_PSLP_CPM5_V,V,0.8788
586.429,graph,VCC_PSLP_CPM5_I,A,1.9585
586.429,graph,VCC_PSLP_CPM5,W,1.7213
586.429,graph,VCC1V1_LP4_V,V,1.1025
586.429,graph,VCC1V1_LP4_I,A,1.135
586.429,graph,VCC1V1_LP4,W,1.25
586.479,graph,VCCAUX_V,V,1.5037
586.479,graph,VCCAUX_I,A,0.759
586.479,graph,VCCAUX,W,1.1414
586.479,graph,VCCAUX_PMC_V,V,1.5025
586.479,graph,VCCAUX_PMC_I,A,0.088
586.479,graph,VCCAUX_PMC,W,0.1328
586.981,graph,VCCINT_V,V,0.805
586.981,graph,VCCINT_I,A,4.6976
586.981,graph,VCCINT,W,3.7845
587.031,graph,VCC_SOC_V,V,0.8062
587.031,graph,VCC_SOC_I,A,3.9202
587.031,graph,VCC_SOC,W,3.1473
587.031,graph,VCC_PMC_V,V,0.8775
587.031,graph,VCC_PMC_I,A,0.152
587.031,graph,VCC_PMC,W,0.1328
587.031,graph,VCC_PSFP_V,V,0.8813
587.031,graph,VCC_PSFP_I,A,0.1945
587.031,graph,VCC_PSFP,W,0.1709
587.031,graph,VCC_PSLP_CPM5_V,V,0.8788
587.031,graph,VCC_PSLP_CPM5_I,A,1.9581
587.031,graph,VCC_PSLP_CPM5,W,1.7167
587.081,graph,VCC1V1_LP4_V,V,1.1025
587.081,graph,VCC1V1_LP4_I,A,1.09
587.081,graph,VCC1V1_LP4,W,1.1953
587.081,graph,VCCAUX_V,V,1.5037
587.081,graph,VCCAUX_I,A,0.7575
587.081,graph,VCCAUX,W,1.1414
587.081,graph,VCCAUX_PMC_V,V,1.5037
587.081,graph,VCCAUX_PMC_I,A,0.088
587.081,graph,VCCAUX_PMC,W,0.1328
587.583,graph,VCCINT_V,V,0.805
587.583,graph,VCCINT_I,A,4.7757
587.583,graph,VCCINT,W,3.7845
587.583,graph,VCC_SOC_V,V,0.8062
587.633,graph,VCC_SOC_I,A,3.9202
587.633,graph,VCC_SOC,W,3.1473
587.633,graph,VCC_PMC_V,V,0.8775
587.633,graph,VCC_PMC_I,A,0.152
587.633,graph,VCC_PMC,W,0.1328
587.633,graph,VCC_PSFP_V,V,0.88
587.633,graph,VCC_PSFP_I,A,0.433
587.633,graph,VCC_PSFP,W,0.3815
587.633,graph,VCC_PSLP_CPM5_V,V,0.8775
587.633,graph,VCC_PSLP_CPM5_I,A,1.9575
587.633,graph,VCC_PSLP_CPM5,W,1.7167
587.633,graph,VCC1V1_LP4_V,V,1.1025
587.684,graph,VCC1V1_LP4_I,A,1.09
587.684,graph,VCC1V1_LP4,W,1.2032
587.684,graph,VCCAUX_V,V,1.5037
587.684,graph,VCCAUX_I,A,0.7585
587.684,graph,VCCAUX,W,1.1414
587.684,graph,VCCAUX_PMC_V,V,1.5037
587.684,graph,VCCAUX_PMC_I,A,0.0875
587.684,graph,VCCAUX_PMC,W,0.132
588.186,graph,VCCINT_V,V,0.805
588.186,graph,VCCINT_I,A,4.8978
588.186,graph,VCCINT,W,3.9065
588.186,graph,VCC_SOC_V,V,0.8062
588.186,graph,VCC_SOC_I,A,3.9248
588.186,graph,VCC_SOC,W,3.1473
588.236,graph,VCC_PMC_V,V,0.8775
588.236,graph,VCC_PMC_I,A,0.152
588.236,graph,VCC_PMC,W,0.1328
588.236,graph,VCC_PSFP_V,V,0.88
588.236,graph,VCC_PSFP_I,A,0.19
588.236,graph,VCC_PSFP,W,0.1648
588.236,graph,VCC_PSLP_CPM5_V,V,0.8775
588.236,graph,VCC_PSLP_CPM5_I,A,1.9575
588.236,graph,VCC_PSLP_CPM5,W,1.7167
588.236,graph,VCC1V1_LP4_V,V,1.1025
588.236,graph,VCC1V1_LP4_I,A,1.085
588.236,graph,VCC1V1_LP4,W,1.1953
588.286,graph,VCCAUX_V,V,1.5037
588.286,graph,VCCAUX_I,A,0.759
588.286,graph,VCCAUX,W,1.1414
588.286,graph,VCCAUX_PMC_V,V,1.5025
588.286,graph,VCCAUX_PMC_I,A,0.088
588.286,graph,VCCAUX_PMC,W,0.132
588.788,graph,VCCINT_V,V,0.805
588.788,graph,VCCINT_I,A,4.8246
588.788,graph,VCCINT,W,3.9065
588.838,graph,VCC_SOC_V,V,0.805
588.838,graph,VCC_SOC_I,A,3.9202
588.839,graph,VCC_SOC,W,3.1473
588.839,graph,VCC_PMC_V,V,0.8775
588.839,graph,VCC_PMC_I,A,0.152
588.839,graph,VCC_PMC,W,0.1328
588.839,graph,VCC_PSFP_V,V,0.88
588.839,graph,VCC_PSFP_I,A,0.1965
588.839,graph,VCC_PSFP,W,0.1709
588.839,graph,VCC_PSLP_CPM5_V,V,0.8788
588.839,graph,VCC_PSLP_CPM5_I,A,1.9581
588.839,graph,VCC_PSLP_CPM5,W,1.7213
588.889,graph,VCC1V1_LP4_V,V,1.1025
588.889,graph,VCC1V1_LP4_I,A,1.085
588.889,graph,VCC1V1_LP4,W,1.1953
588.889,graph,VCCAUX_V,V,1.5037
588.889,graph,VCCAUX_I,A,0.759
588.889,graph,VCCAUX,W,1.1414
588.889,graph,VCCAUX_PMC_V,V,1.5037
588.889,graph,VCCAUX_PMC_I,A,0.088
588.889,graph,VCCAUX_PMC,W,0.132
589.391,graph,VCCINT_V,V,0.805
589.391,graph,VCCINT_I,A,5.2494
589.391,graph,VCCINT,W,4.1507
589.391,graph,VCC_SOC_V,V,0.805
589.391,graph,VCC_SOC_I,A,3.9202
589.441,graph,VCC_SOC,W,3.1473
589.441,graph,VCC_PMC_V,V,0.8775
589.441,graph,VCC_PMC_I,A,0.1515
589.441,graph,VCC_PMC,W,0.1328
589.441,graph,VCC_PSFP_V,V,0.88
589.441,graph,VCC_PSFP_I,A,0.19
589.441,graph,VCC_PSFP,W,0.1679
589.441,graph,VCC_PSLP_CPM5_V,V,0.8788
589.441,graph,VCC_PSLP_CPM5_I,A,1.9575
589.441,graph,VCC_PSLP_CPM5,W,1.7167
589.441,graph,VCC1V1_LP4_V,V,1.1013
589.491,graph,VCC1V1_LP4_I,A,1.09
589.491,graph,VCC1V1_LP4,W,1.2032
589.491,graph,VCCAUX_V,V,1.5037
589.491,graph,VCCAUX_I,A,0.7575
589.491,graph,VCCAUX,W,1.1414
589.491,graph,VCCAUX_PMC_V,V,1.5025
589.491,graph,VCCAUX_PMC_I,A,0.088
589.491,graph,VCCAUX_PMC,W,0.132
589.993,graph,VCCINT_V,V,0.805
589.993,graph,VCCINT_I,A,5.0004
589.993,graph,VCCINT,W,4.0286
589.993,graph,VCC_SOC_V,V,0.805
589.993,graph,VCC_SOC_I,A,3.9599
589.993,graph,VCC_SOC,W,3.1855
590.043,graph,VCC_PMC_V,V,0.8775
590.043,graph,VCC_PMC_I,A,0.152
590.043,graph,VCC_PMC,W,0.1336
590.043,graph,VCC_PSFP_V,V,0.8813
590.043,graph,VCC_PSFP_I,A,0.272
590.043,graph,VCC_PSFP,W,0.2381
590.043,graph,VCC_PSLP_CPM5_V,V,0.8775
590.043,graph,VCC_PSLP_CPM5_I,A,1.9585
590.043,graph,VCC_PSLP_CPM5,W,1.7167
590.043,graph,VCC1V1_LP4_V,V,1.1025
590.043,graph,VCC1V1_LP4_I,A,1.09
590.043,graph,VCC1V1_LP4,W,1.2032
590.093,graph,VCCAUX_V,V,1.5025
590.093,graph,VCCAUX_I,A,0.7575
590.093,graph,VCCAUX,W,1.1414
590.093,graph,VCCAUX_PMC_V,V,1.5025
590.093,graph,VCCAUX_PMC_I,A,0.0875
590.093,graph,VCCAUX_PMC,W,0.132
590.595,graph,VCCINT_V,V,0.8062
590.595,graph,VCCINT_I,A,5.2006
590.595,graph,VCCINT,W,4.1507
590.645,graph,VCC_SOC_V,V,0.8062
590.645,graph,VCC_SOC_I,A,3.9248
590.645,graph,VCC_SOC,W,3.1473
590.645,graph,VCC_PMC_V,V,0.8775
590.645,graph,VCC_PMC_I,A,0.152
590.645,graph,VCC_PMC,W,0.1328
590.645,graph,VCC_PSFP_V,V,0.8813
590.645,graph,VCC_PSFP_I,A,0.19
590.645,graph,VCC_PSFP,W,0.1679
590.645,graph,VCC_PSLP_CPM5_V,V,0.8788
590.645,graph,VCC_PSLP_CPM5_I,A,1.9581
590.645,graph,VCC_PSLP_CPM5,W,1.7167
590.695,graph,VCC1V1_LP4_V,V,1.1025
590.695,graph,VCC1V1_LP4_I,A,1.09
590.695,graph,VCC1V1_LP4,W,1.1953
590.695,graph,VCCAUX_V,V,1.5037
590.695,graph,VCCAUX_I,A,0.758
590.695,graph,VCCAUX,W,1.1414
590.695,graph,VCCAUX_PMC_V,V,1.5025
590.695,graph,VCCAUX_PMC_I,A,0.088
590.695,graph,VCCAUX_PMC,W,0.132
591.197,graph,VCCINT_V,V,0.805
591.197,graph,VCCINT_I,A,4.7269
591.197,graph,VCCINT,W,3.7845
591.197,graph,VCC_SOC_V,V,0.805
591.247,graph,VCC_SOC_I,A,3.9202
591.247,graph,VCC_SOC,W,3.1473
591.247,graph,VCC_PMC_V,V,0.8775
591.247,graph,VCC_PMC_I,A,0.152
591.247,graph,VCC_PMC,W,0.1328
591.247,graph,VCC_PSFP_V,V,0.88
591.247,graph,VCC_PSFP_I,A,0.19
591.247,graph,VCC_PSFP,W,0.1648
591.247,graph,VCC_PSLP_CPM5_V,V,0.8788
591.247,graph,VCC_PSLP_CPM5_I,A,1.9581
591.247,graph,VCC_PSLP_CPM5,W,1.7167
591.247,graph,VCC1V1_LP4_V,V,1.1025
591.298,graph,VCC1V1_LP4_I,A,1.085
591.298,graph,VCC1V1_LP4,W,1.1875
591.298,graph,VCCAUX_V,V,1.5037
591.298,graph,VCCAUX_I,A,0.759
591.298,graph,VCCAUX,W,1.1414
591.298,graph,VCCAUX_PMC_V,V,1.5025
591.298,graph,VCCAUX_PMC_I,A,0.088
591.298,graph,VCCAUX_PMC,W,0.132
591.799,graph,VCCINT_V,V,0.805
591.849,graph,VCCINT_I,A,5.2738
591.849,graph,VCCINT,W,3.7845
591.849,graph,VCC_SOC_V,V,0.8062
591.849,graph,VCC_SOC_I,A,3.9248
591.849,graph,VCC_SOC,W,3.1473
591.849,graph,VCC_PMC_V,V,0.8788
591.849,graph,VCC_PMC_I,A,0.1515
591.849,graph,VCC_PMC,W,0.1328
591.849,graph,VCC_PSFP_V,V,0.8813
591.849,graph,VCC_PSFP_I,A,0.1895
591.849,graph,VCC_PSFP,W,0.1679
591.849,graph,VCC_PSLP_CPM5_V,V,0.8775
591.849,graph,VCC_PSLP_CPM5_I,A,1.9581
591.849,graph,VCC_PSLP_CPM5,W,1.7167
591.849,graph,VCC1V1_LP4_V,V,1.1013
591.900,graph,VCC1V1_LP4_I,A,1.09
591.900,graph,VCC1V1_LP4,W,1.2032
591.900,graph,VCCAUX_V,V,1.5025
591.900,graph,VCCAUX_I,A,0.7595
591.900,graph,VCCAUX,W,1.1414
591.900,graph,VCCAUX_PMC_V,V,1.5025
591.900,graph,VCCAUX_PMC_I,A,0.088
591.900,graph,VCCAUX_PMC,W,0.132
592.402,graph,VCCINT_V,V,0.805
592.402,graph,VCCINT_I,A,4.4486
592.452,graph,VCCINT,W,3.5403
592.452,graph,VCC_SOC_V,V,0.8062
592.452,graph,VCC_SOC_I,A,3.9202
592.452,graph,VCC_SOC,W,3.1473
592.452,graph,VCC_PMC_V,V,0.8775
592.452,graph,VCC_PMC_I,A,0.1515
592.452,graph,VCC_PMC,W,0.1328
592.452,graph,VCC_PSFP_V,V,0.88
592.452,graph,VCC_PSFP_I,A,0.19
592.452,graph,VCC_PSFP,W,0.1679
592.452,graph,VCC_PSLP_CPM5_V,V,0.8788
592.452,graph,VCC_PSLP_CPM5_I,A,1.9575
592.502,graph,VCC_PSLP_CPM5,W,1.7213
592.502,graph,VCC1V1_LP4_V,V,1.1013
592.502,graph,VCC1V1_LP4_I,A,1.09
592.502,graph,VCC1V1_LP4,W,1.2032
592.502,graph,VCCAUX_V,V,1.5025
592.502,graph,VCCAUX_I,A,0.7585
592.502,graph,VCCAUX,W,1.1414
592.502,graph,VCCAUX_PMC_V,V,1.5025
592.502,graph,VCCAUX_PMC_I,A,0.088
592.502,graph,VCCAUX_PMC,W,0.132
593.005,graph,VCCINT_V,V,0.805
593.005,graph,VCCINT_I,A,5.1273
593.005,graph,VCCINT,W,4.1507
593.055,graph,VCC_SOC_V,V,0.805
593.055,graph,VCC_SOC_I,A,3.9202
593.055,graph,VCC_SOC,W,3.1473
593.055,graph,VCC_PMC_V,V,0.8788
593.055,graph,VCC_PMC_I,A,0.152
593.055,graph,VCC_PMC,W,0.1336
593.055,graph,VCC_PSFP_V,V,0.88
593.055,graph,VCC_PSFP_I,A,0.4435
593.055,graph,VCC_PSFP,W,0.1648
593.055,graph,VCC_PSLP_CPM5_V,V,0.8788
593.055,graph,VCC_PSLP_CPM5_I,A,1.9585
593.055,graph,VCC_PSLP_CPM5,W,1.7167
593.105,graph,VCC1V1_LP4_V,V,1.1013
593.105,graph,VCC1V1_LP4_I,A,1.135
593.105,graph,VCC1V1_LP4,W,1.25
593.105,graph,VCCAUX_V,V,1.5037
593.105,graph,VCCAUX_I,A,0.757
593.105,graph,VCCAUX,W,1.1414
593.105,graph,VCCAUX_PMC_V,V,1.5025
593.105,graph,VCCAUX_PMC_I,A,0.0875
593.105,graph,VCCAUX_PMC,W,0.132
593.657,graph,VCCINT_V,V,0.805
593.657,graph,VCCINT_I,A,4.7757
593.657,graph,VCCINT,W,3.7845
593.657,graph,VCC_SOC_V,V,0.8062
593.657,graph,VCC_SOC_I,A,3.9202
593.657,graph,VCC_SOC,W,3.1473
593.657,graph,VCC_PMC_V,V,0.8775
593.657,graph,VCC_PMC_I,A,0.152
593.657,graph,VCC_PMC,W,0.1328
593.657,graph,VCC_PSFP_V,V,0.8813
593.657,graph,VCC_PSFP_I,A,0.19
593.657,graph,VCC_PSFP,W,0.1648
593.657,graph,VCC_PSLP_CPM5_V,V,0.8788
593.657,graph,VCC_PSLP_CPM5_I,A,1.9585
593.657,graph,VCC_PSLP_CPM5,W,1.7213
593.657,graph,VCC1V1_LP4_V,V,1.1025
593.707,graph,VCC1V1_LP4_I,A,1.085
593.707,graph,VCC1V1_LP4,W,1.1953
593.707,graph,VCCAUX_V,V,1.5037
593.707,graph,VCCAUX_I,A,0.7585
593.707,graph,VCCAUX,W,1.1414
593.707,graph,VCCAUX_PMC_V,V,1.5025
593.707,graph,VCCAUX_PMC_I,A,0.088
593.707,graph,VCCAUX_PMC,W,0.132
594.209,graph,VCCINT_V,V,0.805
594.209,graph,VCCINT_I,A,4.7757
594.259,graph,VCCINT,W,3.7845
594.259,graph,VCC_SOC_V,V,0.8062
594.259,graph,VCC_SOC_I,A,3.9301
594.259,graph,VCC_SOC,W,3.1664
594.259,graph,VCC_PMC_V,V,0.8775
594.259,graph,VCC_PMC_I,A,0.152
594.259,graph,VCC_PMC,W,0.1328
594.259,graph,VCC_PSFP_V,V,0.8813
594.259,graph,VCC_PSFP_I,A,0.192
594.259,graph,VCC_PSFP,W,0.1679
594.259,graph,VCC_PSLP_CPM5_V,V,0.8788
594.309,graph,VCC_PSLP_CPM5_I,A,1.9581
594.309,graph,VCC_PSLP_CPM5,W,1.7167
594.309,graph,VCC1V1_LP4_V,V,1.1013
594.309,graph,VCC1V1_LP4_I,A,1.085
594.309,graph,VCC1V1_LP4,W,1.1875
594.309,graph,VCCAUX_V,V,1.5025
594.309,graph,VCCAUX_I,A,0.7585
594.309,graph,VCCAUX,W,1.1414
594.309,graph,VCCAUX_PMC_V,V,1.5025
594.309,graph,VCCAUX_PMC_I,A,0.088
594.309,graph,VCCAUX_PMC,W,0.132
594.812,graph,VCCINT_V,V,0.805
594.812,graph,VCCINT_I,A,4.6732
594.812,graph,VCCINT,W,3.7845
594.862,graph,VCC_SOC_V,V,0.8062
594.862,graph,VCC_SOC_I,A,3.9248
594.862,graph,VCC_SOC,W,3.1664
594.862,graph,VCC_PMC_V,V,0.8788
594.862,graph,VCC_PMC_I,A,0.1515
594.862,graph,VCC_PMC,W,0.1328
594.862,graph,VCC_PSFP_V,V,0.8813
594.862,graph,VCC_PSFP_I,A,0.19
594.862,graph,VCC_PSFP,W,0.1679
594.862,graph,VCC_PSLP_CPM5_V,V,0.8788
594.862,graph,VCC_PSLP_CPM5_I,A,1.9575
594.912,graph,VCC_PSLP_CPM5,W,1.7213
594.912,graph,VCC1V1_LP4_V,V,1.1025
594.912,graph,VCC1V1_LP4_I,A,1.085
594.912,graph,VCC1V1_LP4,W,1.1875
594.912,graph,VCCAUX_V,V,1.5037
594.912,graph,VCCAUX_I,A,0.7595
594.912,graph,VCCAUX,W,1.1445
594.912,graph,VCCAUX_PMC_V,V,1.5025
594.912,graph,VCCAUX_PMC_I,A,0.088
594.912,graph,VCCAUX_PMC,W,0.132
595.464,graph,VCCINT_V,V,0.805
595.464,graph,VCCINT_I,A,5.1273
595.464,graph,VCCINT,W,4.1507
